"Note: All EXTERNAL requests for Tactical Options Reporting (TOR) data (including OIA requests) MUST, upon receipt, be directed to the Manager: Capability, Response and Operations, for reply. All INTERNAL requests for TOR data MUST, upon receipt, be directed to the Manager: Capability, Response and Operations, to determine if District, or Response and Operations, should reply. TOR data MUST NOT be EXTERNALLY released without the permission of the National Manager: Response and Operations.
160702/02678,Completed,7,2016,12:30,Counties/Manukau,Nil,Yes,47,Female,European,No Weapon,"Communication
Empty Hand
Handcuffs-Restraints
Handcuffs-Restraints
",1,Active Resistant,Police Cell,Confined area,Nil,2,Assaultive,without pain compliance,"Police Cell
Other","Indoors
Confined area",Delayed but sufficient,Assaultive,without pain compliance,Police Cell,"Indoors
Confined area",Delayed but sufficient,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Police Cell,"Indoors
Confined area",Delayed but sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,4j - court security services (prison escort),0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,N/A
160702/02679,Completed,7,2016,12:22,Canterbury,Nil,Yes,25,Male,Other,No Weapon,"Communication
Handcuffs-Restraints
Handcuffs-Restraints
Handcuffs-Restraints
Empty Hand
",1,Active Resistant,Other,Confined area,Nil,3,Assaultive,with pain compliance,Other,"Indoors
Confined area",Nil,Assaultive,without pain compliance,Outdoor public area,"Outdoors
Spacious area",Nil,Assaultive,without pain compliance,Outdoor public area,"Outdoors
Spacious area",Immediate but not sufficient,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Car,"Indoors
Confined area",Immediate but not sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1c ? car/person acting suspiciously,0,,,,,,,,,,,,,,,,Yes,RLeg-front,Nil,Subject,Push/Trip Police,No,No,Yes,Yes,Yes,No
160702/02680,Completed,7,2016,1:26,Eastern,Nil,Yes,34,Male,European,No Weapon,"Handcuffs-Restraints
Empty Hand
",0,,,,,1,Active Resistant,with pain compliance,Outdoor public area,"Outdoors
Spacious area",Nil,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Outdoor public area,"Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1z ? other incident,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No
160702/02681,Completed,7,2016,1:45,Wellington,Nil,Yes,21,Male,European,No Weapon,"Communication
OC Spray
",1,Passive Resistant,Outdoor public area,"Outdoors
Spacious area",Nil,0,,,,,,,,,,,,,,,,1,Active Resistant,2,"Forehead, LEyeBrow, LEye",Outdoor public area,"Outdoors
Spacious area","Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1k ? drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No
160702/02683,Completed,7,2016,22:05,Canterbury,Nil,Yes,27,Male,European,Had Weapon and Believed,"Communication
Empty Hand
Handcuffs-Restraints
",1,Passive Resistant,Police Receiving Area,"Indoors
Confined area",Nil,1,Active Resistant,without pain compliance,Police Receiving Area,Indoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Receiving Area,"Indoors
Confined area",Immediate but not sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,3g - watch-house/counter duty,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160703/02684,Completed,7,2016,21:30,Tasman,Nil,Yes,18,Male,European,No Weapon,"Handcuffs-Restraints
Empty Hand
Communication
",1,Active Resistant,Police Car,Outdoors,Nil,1,Assaultive,with pain compliance,Residence,Indoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Residence,Outdoors,Immediate and sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1d ? domestic dispute incident,1,Empty Hand,Head-back,Head injury,Nil,Nil,,,,,,,,,,,,,,,,No,No,Yes,N/A,Yes,No
160703/02685,Completed,7,2016,23:46,Central,Nil,Yes,17,Male,Maori,No Weapon,"Communication
OC Spray
Handcuffs-Restraints
",1,Assaultive,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Nil,1,Active Resistant,without pain compliance,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Immediate and sufficient,,,,,,,,,,,1,Assaultive,2,"LEyeBrow, REyeBrow, LEye, REye, LCheek, RCheek, Nose","Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area","Good visibility
Dry ground
Calm
Static obstacles",Immediate and sufficient,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1k ? drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,N/A,No
160703/02685,Completed,7,2016,23:46,Central,Nil,Yes,17,Male,Maori,No Weapon,"Communication
OC Spray
",1,Assaultive,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Nil,0,,,,,,,,,,,,,,,,1,Assaultive,2,"LEyeBrow, REyeBrow, LEye, REye, LCheek, RCheek, Nose","Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area","Good visibility
Dry ground
Calm
Static obstacles",Immediate and sufficient,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1k ? drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,N/A,No
160703/02686,Completed,7,2016,22:39,Wellington,Nil,Yes,36,Male,Pacific Island,No Weapon,"Communication
OC Spray
Empty Hand
",1,Active Resistant,Outdoor public area,"Outdoors
Spacious area",Delayed and not sufficient,0,,,,,,,,,,,,,,,,1,Assaultive,1,"LEye, REye, LCheek, RCheek, Nose, Lips",Outdoor public area,"Outdoors
Spacious area","Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,1,Active Resistant,Outdoor public area,"Outdoors
Spacious area",Delayed but sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1k ? drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,N/A,No
160703/02687,Completed,7,2016,1:26,Eastern,Nil,Yes,34,Male,European,No Weapon,"Empty Hand
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Outdoor public area,"Outdoors
Spacious area",Delayed but sufficient,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1z ? other incident,0,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No
160703/02688,Completed,7,2016,23:25,Tasman,"Criminal Investigation Branch (CIB), Strategic Traffic Unit (STU)",Yes,36,Male,European,Had Weapon and Believed,"Firearm
Taser
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,GBH,X2,Presented,-,-,-,-,-,Other,"Outdoors
Spacious area
Elevated position","Poor visibility
Wet ground
Rain, Snow, Sleet",No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,GBH,Colt M4LE / Bushmaster XM15E2S,Presentation only,,-,Other,"Outdoors
Spacious area
Elevated position",Yes,Nil,,,,,,,,,,0,,,,,,,,,1x - attempt suicide,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,N/A,No
160703/02689,Completed,7,2016,3:24,Auckland City,"Team Policing/Tactical Policing Unit (TP), Strategic Traffic Unit (STU)",Yes,27,Male,European,No Weapon,"Communication
OC Spray
",1,Assaultive,Street/Highway/Motorway,Outdoors,Nil,0,,,,,,,,,,,,,,,,1,Assaultive,5,"Forehead, LEyeBrow, REyeBrow, LEye, REye",Street/Highway/Motorway,Outdoors,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,N/A,No
160703/02690,Completed,7,2016,1:33,Eastern,Nil,Yes,21,Male,European,No Weapon,"Communication
OC Spray
Empty Hand
Empty Hand
Empty Hand
Handcuffs-Restraints
",1,Passive Resistant,Residence,"Indoors
Confined area",Nil,1,Assaultive,without pain compliance,Residence,"Indoors
Spacious area",Immediate and sufficient,,,,,,,,,,,1,Assaultive,1,"LEyeBrow, REyeBrow, LEye, REye, Nose",Residence,"Indoors
Confined area","Good visibility
Dry ground",Nil,,,,,,,,,,,,,,,3,Assaultive,Residence,"Indoors
Confined area",Immediate but not sufficient,Assaultive,Residence,"Indoors
Confined area",Immediate but not sufficient,Assaultive,Residence,"Indoors
Spacious area",Immediate and sufficient,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1d ? domestic dispute incident,1,Empty Hand,Face,Scrape/abrasion(not cut/laceration),Medical,Medical,,,,,,,,,,,,,,,,No,Yes,Yes,No,N/A,Yes
160703/02692,Completed,7,2016,3:20,Counties/Manukau,Nil,Yes,21,Male,Pacific Island,No Weapon,"Taser
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Assaultive,X2,Laser Painting,-,-,-,-,-,Residence,"Indoors
Confined area",Poor visibility,No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160703/02693,Completed,7,2016,21:15,Central,Nil,No,18,Male,Maori,No Weapon but Believed,"Taser
Communication
",1,Active Resistant,Street/Highway/Motorway,Outdoors,Delayed but sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Active Resistant,X26 with camera,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,Outdoors,"Good visibility
Dry ground
Calm",No,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,3m - directed patrol,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,No
160703/02695,Completed,7,2016,12:48,Waikato,Dog Section,Yes,44,Male,European,No Weapon,"Communication
Taser
Handcuffs-Restraints
",1,Assaultive,Street/Highway/Motorway,Outdoors,Immediate and sufficient,1,Cooperative,without pain compliance,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,Cooperative,X26 with camera,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,Outdoors,"Good visibility
Dry ground
Calm
Static obstacles",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6d - bail breach,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
160703/02696,Completed,7,2016,12:50,Canterbury,Nil,Yes,25,Male,European,No Weapon,"Communication
Empty Hand
Other
Empty Hand
",1,Assaultive,Police Cell,"Indoors
Confined area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,2,Assaultive,Police Cell,"Indoors
Confined area",Immediate and sufficient,Assaultive,Police Cell,"Indoors
Confined area",Delayed but sufficient,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Cell,"Indoors
Confined area",Immediate and sufficient,,,,,3g - watch-house/counter duty,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
