ID Number,Status,Month,Year,Incident Time,District,Special Police groups,Subject Known,Subject Age,Subject Gender,Subject Ethnicity,RF: History of carrying weapons,RF: History of Violence Against Police,RF: History of Violence Against non-police,RF: Alcohol,RF: Drugs,RF: Mental health,RF: Distressed (not mental health),RF: Suicidal,RF: Excited Delerium,RF: Medical,RF: Other,Subject Armed,Subject Weapon - RECODE,Tactics Used,Communication: Usage Count,Communication: PCA,Communication: Tactic Location Type,Communication: Tactic Location Description,Communication: Tactic Effect,HC-Restraints: Usage Count,HC-Restraints 1: PCA,HC-Restraints 1: Technique,HC-Restraints 1: Tactic Location Type,HC-Restraints 1: Tactic Location Description,HC-Restraints 1: Tactic Effect,HC-Restraints 2: PCA,HC-Restraints 2: Technique,HC-Restraints 2: Tactic Location Type,HC-Restraints 2: Tactic Location Description,HC-Restraints 2: Tactic Effect,HC-Restraints 3: PCA,HC-Restraints 3: Technique,HC-Restraints 3: Tactic Location Type,HC-Restraints 3: Tactic Location Description,HC-Restraints 3: Tactic Effect,OC Spray: Usage Count,OC Spray 1: PCA,OC Spray 1: Spray Duration,OC Spray 1: Body Location,OC Spray 1: Tactic Location Type,OC Spray 1: Tactic Location Description,OC Spray 1: Environmental Conditions,OC Spray 1: Tactic Effect,OC Spray 2: PCA,OC Spray 2: Spray Duration,OC Spray 2: Body Location,OC Spray 2: Tactic Location Type,OC Spray 2: Tactic Location Description,OC Spray 2: Environmental Conditions,OC Spray 2: Tactic Effect,OC Spray 3: PCA,OC Spray 3: Spray Duration,OC Spray 3: Body Location,OC Spray 3: Tactic Location Type,OC Spray 3: Tactic Location Description,OC Spray 3: Environmental Conditions,OC Spray 3: Tactic Effect,Empty Hand: Usage Count,Empty Hand 1: PCA,Empty Hand 1: Tactic Location Type,Empty Hand 1: Tactic Location Description,Empty Hand 1: Tactic Effect,Empty Hand 2: PCA,Empty Hand 2: Tactic Location Type,Empty Hand 2: Tactic Location Description,Empty Hand 2: Tactic Effect,Empty Hand 3: PCA,Empty Hand 3: Technique,Empty Hand 3: Tactic Location Type,Empty Hand 3: Tactic Location Description,Empty Hand 3: Tactic Effect,Baton: Usage Count,Baton 1: PCA,Baton 1: Type,Baton 1: Method,Baton 1: Strikes,Baton 1: Tactic Location Type,Baton 1: Tactic Location Description,Baton 1: Tactic Effect,Baton 2: PCA,Baton 2: Type,Baton 2: Method,Baton 2: Strikes,Baton 2: Tactic Location Type,Baton 2: Tactic Location Description,Baton 2: Tactic Effect,Dog: Usage Count,Dog 1: PCA,Dog 1: Subject Bitten,Dog 1: Tactic Location Type,Dog 1: Tactic Location Description,Dog 1: Tactic Effect,Dog 2: PCA,Dog 2: Subject Bitten,Dog 2: Tactic Location Type,Dog 2: Tactic Location Description,Dog 2: Tactic Effect,Taser: Usage Count,Taser 1: PCA,Taser 1: Type,Taser 1: Reason No Warning - REDACTED,Taser 1: Deployment Method,Taser 1: Number of discharges with probes,Taser 1: Number of contact stuns,Taser 1: Num of 5 second cycles,Taser 1: Body Location,Taser 1: Activation Duration,Taser 1: Tactic Location Type,Taser 1: Tactic Location Description,Taser 1: Environmental Conditions,Taser 1: Subject Restrained?,Taser 1: Tactic Effect,Taser 2: PCA,Taser 2: Type,Taser 2: Reason No Warning,Taser 2: Deployment Method,Taser 2: Number of discharges with probes,Taser 2: Number of contact stuns,Taser 2: Num of 5 second cycles,Taser 2: Body Location,Taser 2: Activation Duration,Taser 2: Tactic Location Type,Taser 2: Tactic Location Description,Taser 2: Environmental Conditions,Taser 2: Subject Restrained?,Taser 2: Tactic Effect,Taser 3: PCA,Taser 3: Type,Taser 3: Reason No Warning,Taser 3: Deployment Method,Taser 3: Number of discharges with probes,Taser 3: Number of contact stuns,Taser 3: Num of 5 second cycles,Taser 3: Body Location,Taser 3: Activation Duration,Taser 3: Tactic Location Type,Taser 3: Tactic Location Description,Taser 3: Environmental Conditions,Taser 3: Subject Restrained?,Taser 3: Tactic Effect,Carotid Hold: Usage Count,Carotid Hold 1: Subject Behaviour,Carotid Hold 1: PCA,Carotid Hold 1: Effect of Hold,Carotid Hold 1: Tactic Location Type,Carotid Hold 1: Tactic Location Description,Carotid Hold 1: Tactic Effect,Carotid Hold 2: Subject Behaviour,Carotid Hold 2: PCA,Carotid Hold 2: Effect of Hold,Carotid Hold 2: Tactic Location Type,Carotid Hold 2: Tactic Location Description,Carotid Hold 2: Tactic Effect,Firearm: Usage Count,Firearm 1: PCA,Firearm 1: Firearm Type - RECODED,Firearm 1: Deployment Method,Firearm 1: Num Shots Fired,Firearm 1: Body Location,Firearm 1: Tactic Location Type,Firearm 1: Tactic Location Description,Firearm 1: Capable of Threat,Firearm 1: Tactic Effect,Firearm 2: PCA,Firearm 2: Firearm Type,Firearm 2: Deployment Method,Firearm 2: Num Shots Fired,Firearm 2: Body Location,Firearm 2: Tactic Location Type,Firearm 2: Tactic Location Description,Firearm 2: Capable of Threat,Firearm 2: Tactic Effect,Other: Usage Count,Other 1: Tactic - REDACTED,Other 1: PCA,Other 1: Tactic Location Type,Other 1: Tactic Location Description,Other 1: Tactic Effect,Other 2: Tactic,Other 2: PCA,Other 2: Tactic Location Type,Other 2: Tactic Location Description,Other 2: Tactic Effect,Incident Type,Most Effective Tactic - RECODED,Total Subject Injuries,Subject Injury 1: Cause,Subject Injury 1: Site,Subject Injury 1: Type,Subject Injury 1: Treatment Required,Subject Injury 1: Treatment Received,Subject Injury 2: Cause,Subject Injury 2: Site,Subject Injury 2: Type,Subject Injury 2: Treatment Required,Subject Injury 2: Treatment Received,Subject Injury 3: Cause,Subject Injury 3: Site,Subject Injury 3: Type,Subject Injury 3: Treatment Required,Subject Injury 3: Treatment Received,Staff Injury,Staff Injury: Area(s),Staff Injury: Outcome,Staff Injury: Cause,Staff Injury By Subject: Behaviour,Hard armour plates (HAP): Used,Reflectorised jacket: Used,SRBA: Used,SRBA: Felt Safer,SRBA: Worked,SRBA: Negative
723,Completed,10,2017,17:15,Canterbury,Nil,Yes,39,Female,European,N,N,N,N,Y,N,N,N,N,N,N,No Weapon but Believed,,"Firearm
Communication
",1,Cooperative,Street/Highway/Motorway,Outdoors,Immediate and sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,3t - turnover,Communication,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No
724,Completed,10,2017,17:15,Canterbury,Nil,Yes,45,Female,Maori,N,N,N,N,Y,N,N,N,N,N,N,No Weapon but Believed,,"Firearm
Communication
",1,Cooperative,Street/Highway/Motorway,Outdoors,Immediate and sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,3t - turnover,Communication,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No
725,Completed,10,2017,17:15,Canterbury,Nil,Yes,17,Female,Maori,N,N,N,N,Y,N,N,N,N,N,N,No Weapon but Believed,,"Firearm
Communication
",1,Cooperative,Street/Highway/Motorway,Outdoors,Immediate and sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,3t - turnover,Communication,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No
726,Completed,12,2017,16:21,Canterbury,Dog Section,Yes,29,Male,Maori,N,N,N,Y,Y,N,N,N,N,N,N,Had Weapon and Believed,Bludgeoning weapon,"Communication
Firearm
Dog
Empty Hand
",1,GBH,Street/Highway/Motorway,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,GBH,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,1,GBH,Yes,Street/Highway/Motorway,Outdoors,Delayed but sufficient,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Nil,,,,,,,,,,0,,,,,,,,,,,1u ? traffic incident,Dog,1,Dog,"LLeg-front
LLeg-back",Bite (animal),Hospital,Hospital,,,,,,,,,,,,,,,,No,No,Yes,N/A,N/A,N/A
727,Completed,9,2017,2:06,Canterbury,Dog Section,Yes,16,Male,Maori,N,N,N,Y,Y,N,N,N,N,N,N,Had Weapon and Used,Bludgeoning weapon,"Communication
Firearm
Empty Hand
",1,GBH,Street/Highway/Motorway,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,"Non-Police Vehicle
Street/Highway/Motorway","Outdoors
Spacious area",Yes,Nil,,,,,,,,,,0,,,,,,,,,,,1u ? traffic incident,Empty Hand,1,Empty Hand,Face,Swelling/Bruising,Nil,Nil,,,,,,,,,,,Yes,RArm-back,Medical,Police,,Yes,No,Yes,N/A,Yes,No
728,Completed,10,2017,12:09,Waitemata,Nil,Yes,34,Male,Maori,Y,Y,Y,N,Y,N,N,N,N,N,N,Had Weapon but Not Used,Cutting/stabbing weapon,"Firearm
Empty Hand
Communication
",1,GBH,Outdoor public area,Outdoors,Delayed and not sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,GBH,Street/Highway/Motorway,Outdoors,Immediate but not sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Immediate but not sufficient,,,,,,,,,,0,,,,,,,,,,,1c ? car/person acting suspiciously,Empty Hand,0,,,,,,,,,,,,,,,,Yes,Face,Self,Subject,Punch/Strike Police,No,No,Yes,Yes,Yes,No
729,Completed,12,2017,10:50,Central,Nil,Yes,28,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,Had Weapon and Used,Air/BB or pellet,"Firearm
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,3t - turnover,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,Yes,No
730,Completed,12,2017,23:14,Counties/Manukau,Nil,Yes,15,Male,Pacific Island,N,N,N,N,N,N,N,N,N,N,Y,Had Weapon and Believed,Air/BB or pellet,"Communication
Firearm
",1,GBH,Street/Highway/Motorway,Outdoors,Delayed but sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,"Outdoor public area
Street/Highway/Motorway",Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1c ? car/person acting suspiciously,Firearm,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,N/A,No
731,Completed,9,2017,11:00,Waikato,Other,No,,Male,Middle Eastern,N,N,N,N,N,N,N,N,N,N,Y,Had Weapon but Not Used,Air/BB or pellet,"Communication
Firearm
",1,Passive Resistant,Outdoor public area,"Outdoors
Spacious area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,Passive Resistant,Glock 17 Handgun,Presentation only,,,Outdoor public area,"Outdoors
Spacious area",Yes,Delayed but sufficient,,,,,,,,,,0,,,,,,,,,,,1z ? other incident,Firearm,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No
732,Completed,7,2017,16:20,Auckland City,Dog Section,Yes,32,Male,Maori,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Had Weapon and Believed,Air/BB or pellet,"Firearm
Handcuffs-Restraints
Empty Hand
Handcuffs-Restraints
",0,,,,,2,Assaultive,with pain compliance,Outdoor public area,"Outdoors
Spacious area",Immediate but not sufficient,Active Resistant,without pain compliance,Outdoor public area,"Outdoors
Spacious area",Immediate and sufficient,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Outdoor public area,"Outdoors
Spacious area",Delayed but sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1c ? car/person acting suspiciously,Firearm,1,Empty Hand,Face,Minor cut/laceration(s),Self,Self,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
733,Completed,9,2017,22:05,Eastern,Dog Section,Yes,21,Male,Maori,Y,Y,Y,Y,N,Y,N,N,N,N,N,Had Weapon and Believed,Air/BB or pellet,"Firearm
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Firearm,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,N/A,No
734,Completed,12,2017,19:10,Auckland City,Dog Section,Yes,31,Male,Asian,Y,N,Y,N,Y,N,N,N,N,N,N,Had Weapon but Not Used,Air/BB or pellet,"Communication
Firearm
",1,GBH,Street/Highway/Motorway,"Outdoors
Spacious area",Immediate but not sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,"Outdoors
Spacious area",Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Firearm,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No
735,Completed,10,2017,19:37,Tasman,Nil,Yes,45,Male,European,Y,N,N,N,N,N,N,N,N,Y,N,Had Weapon and Believed,Bludgeoning weapon,"Communication
Firearm
",1,Cooperative,Outdoor public area,Outdoors,Immediate and sufficient,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Outdoor public area,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1u ? traffic incident,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,No
736,Completed,9,2017,6:41,Northland,Nil,Yes,22,Male,Maori,Y,N,Y,N,N,N,N,N,N,N,N,Had Weapon and Believed,Bludgeoning weapon,"Firearm
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,"Outdoors
Spacious area",Yes,Delayed but sufficient,,,,,,,,,,0,,,,,,,,,,,1r - breach of peace,Firearm,0,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,N/A,N/A,No
737,Completed,11,2017,11:37,Central,Nil,Yes,39,Male,Maori,Y,Y,Y,N,N,Y,N,N,N,Y,N,Had Weapon and Believed,Cutting/stabbing weapon,"Communication
Firearm
",1,Assaultive,Street/Highway/Motorway,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,Assaultive,Glock 17 Handgun,Presentation only,,,"Outdoor public area
Street/Highway/Motorway",Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1m ? mental incident,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
738,Completed,9,2017,23:11,Central,Nil,Yes,34,Female,Maori,N,N,N,N,N,N,N,N,Y,N,N,Had Weapon and Believed,Cutting/stabbing weapon,"Firearm
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Outdoor public area,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1r - breach of peace,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,N/A,No
739,Completed,8,2017,22:57,Central,Nil,Yes,47,Male,European,Y,N,Y,N,Y,Y,N,Y,N,N,N,Had Weapon and Believed,Cutting/stabbing weapon,"Communication
Firearm
",1,GBH,Street/Highway/Motorway,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Delayed but sufficient,,,,,,,,,,0,,,,,,,,,,,1c ? car/person acting suspiciously,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,N/A
740,Completed,11,2017,22:31,Wellington,"Criminal Investigation Branch (CIB), Dog Section",Yes,26,Unknown,Maori,N,N,N,Y,N,Y,N,Y,N,N,N,Had Weapon and Believed,Cutting/stabbing weapon,"Communication
Firearm
",1,GBH,Street/Highway/Motorway,"Outdoors
Spacious area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Immediate but not sufficient,,,,,,,,,,0,,,,,,,,,,,1x - attempt suicide,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,N/A
741,Completed,7,2017,18:30,Bay of Plenty,Nil,Yes,29,Male,Maori,N,N,N,N,N,N,Y,N,N,N,N,Had Weapon and Believed,Cutting/stabbing weapon,"Communication
OC Spray
Firearm
",1,Active Resistant,Street/Highway/Motorway,Outdoors,Nil,0,,,,,,,,,,,,,,,,1,Active Resistant,1,"Forehead, LEyeBrow, REyeBrow, LEye, REye",Street/Highway/Motorway,Outdoors,"Good visibility
Dry ground
Calm
Static obstacles
Moving obstacles
Potential cross-fire/contamination",Opposite effect of that intended,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,N/A,Yes,No
742,Completed,10,2017,11:40,Canterbury,Nil,No,,Male,Pacific Islander,Y,N,Y,N,Y,Y,N,N,N,N,N,Had Weapon and Believed,Cutting/stabbing weapon,"Communication
Firearm
Empty Hand
",1,Passive Resistant,Street/Highway/Motorway,Outdoors,Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,Passive Resistant,Street/Highway/Motorway,Outdoors,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Delayed but sufficient,,,,,,,,,,0,,,,,,,,,,,1m ? mental incident,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
743,Completed,9,2017,9:15,Tasman,Nil,Yes,36,Male,European,N,N,N,N,N,Y,N,N,N,N,N,Had Weapon and Believed,Cutting/stabbing weapon,"Firearm
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Residence,"Indoors
Confined area",Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1m ? mental incident,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,N/A,No
744,Completed,10,2017,12:09,Waitemata,Nil,Yes,34,Male,Maori,Y,Y,Y,N,Y,N,N,N,N,N,N,Had Weapon but Not Used,Cutting/stabbing weapon,"Communication
Firearm
Handcuffs-Restraints
",1,Assaultive,Street/Highway/Motorway,Outdoors,Nil,1,Active Resistant,without pain compliance,Outdoor public area,Outdoors,Immediate and sufficient,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,Assaultive,Glock 17 Handgun,Presentation only,,,Outdoor public area,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1c ? car/person acting suspiciously,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,No,,,
745,Completed,7,2017,1:24,Counties/Manukau,Other,Yes,18,Female,Pacific Island,N,N,N,Y,N,N,N,N,N,N,N,Had Weapon but Not Used,Cutting/stabbing weapon,"Firearm
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,Cooperative,Glock 17 Handgun,Presentation only,,,Outdoor public area,Outdoors,No,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1r - breach of peace,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
746,Completed,7,2017,2:59,Central,Nil,Yes,19,Male,Maori,Y,Y,Y,N,N,N,N,N,N,N,N,Had Weapon but Not Used,Cutting/stabbing weapon,"Firearm
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,Assaultive,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1u ? traffic incident,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No
747,Completed,10,2017,18:25,Counties/Manukau,Nil,Yes,28,Male,Maori,N,N,N,N,N,N,N,N,N,N,Y,Had Weapon but Not Used,Firearm,"Firearm
",0,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,"Outdoor public area
Street/Highway/Motorway","Outdoors
Spacious area",Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,4y - airport security,Firearm,0,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,Yes,No
748,Completed,9,2017,13:13,Northland,Nil,Yes,33,Male,Maori,Y,N,N,N,N,N,N,Y,N,N,N,Had Weapon and Used,Firearm,"Communication
Firearm
",1,GBH,Residence,"Outdoors
Spacious area",Nil,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,GBH,Glock 17 Handgun,Presentation only,,,Residence,Outdoors,Yes,Immediate and sufficient,,,,,,,,,,0,,,,,,,,,,,1d ? domestic dispute incident,Firearm,0,,,,,,,,,,,,,,,,Yes,LHand-front,Medical,Other,,Yes,No,Yes,N/A,N/A,N/A
